"SAT.V","SAT.Q","SAT.C","School","GPA","Status"
450,540,990,"LIBERAL ARTS",3.4,"G"
630,670,1300,"LIBERAL ARTS",3.4598,"G"
580,740,1320,"ENGINEERING",3.0884,"G"
720,750,1470,"NATURAL SCIENCE",3.9025,"G"
570,770,1340,"NATURAL SCIENCE",2.8012,"G"
650,550,1200,"LIBERAL ARTS",3.3934,"G"
560,590,1150,"LIBERAL ARTS",3,"G"
600,630,1230,"NATURAL SCIENCE",3.2421,"G"
650,610,1260,"LIBERAL ARTS",3.8672,"G"
490,690,1180,"NATURAL SCIENCE",2.6935,"G"
570,580,1150,"LIBERAL ARTS",2.9318,"G"
510,720,1230,"ENGINEERING",2.5967,"G"
630,790,1420,"ENGINEERING",4,"G"
540,620,1160,"LIBERAL ARTS",3.496,"G"
800,700,1500,"LIBERAL ARTS",3.8507,"G"
700,570,1270,"BUSINESS",3.8659,"G"
790,660,1450,"NATURAL SCIENCE",3.2751,"G"
600,560,1160,"ENGINEERING",2.4814,"G"
620,640,1260,"NATURAL SCIENCE",3.3937,"G"
580,680,1260,"ENGINEERING",2.7622,"G"
580,660,1240,"BUSINESS",3.9055,"G"
670,580,1250,"FINE ARTS",3.3597,"G"
520,630,1150,"NATURAL SCIENCE",3.3333,"G"
580,640,1220,"NATURAL SCIENCE",3.352,"G"
800,800,1600,"NATURAL SCIENCE",3.9774,"G"
640,790,1430,"ENGINEERING",2.5118,"G"
500,590,1090,"LIBERAL ARTS",3.375,"G"
700,710,1410,"ENGINEERING",3.5163,"G"
590,650,1240,"NATURAL SCIENCE",2.7542,"G"
680,560,1240,"NATURAL SCIENCE",3.9142,"G"
620,570,1190,"LIBERAL ARTS",3.7985,"G"
630,760,1390,"ENGINEERING",3.3983,"G"
620,640,1260,"NATURAL SCIENCE",2.3722,"G"
720,740,1460,"COMMUNICATIONS",3.8974,"G"
560,650,1210,"NATURAL SCIENCE",3.7345,"G"
650,690,1340,"LIBERAL ARTS",3.1272,"G"
760,770,1530,"ENGINEERING",3.9785,"G"
620,710,1330,"LIBERAL ARTS",3.944,"G"
690,650,1340,"LIBERAL ARTS",3.2598,"G"
640,690,1330,"LIBERAL ARTS",3.6504,"G"
640,680,1320,"LIBERAL ARTS",2.5816,"G"
660,690,1350,"NATURAL SCIENCE",3.4754,"G"
580,570,1150,"LIBERAL ARTS",3.0275,"G"
660,660,1320,"ENGINEERING",3.4776,"G"
610,710,1320,"LIBERAL ARTS",3.2521,"G"
630,590,1220,"LIBERAL ARTS",2.7586,"G"
510,590,1100,"BUSINESS",3.3191,"G"
470,450,920,"COMMUNICATIONS",2.94,"G"
620,630,1250,"BUSINESS",3.4526,"G"
570,650,1220,"ENGINEERING",3.5041,"G"
680,740,1420,"NATURAL SCIENCE",3.3356,"G"
610,590,1200,"LIBERAL ARTS",3.6847,"G"
500,520,1020,"LIBERAL ARTS",3.2442,"G"
480,510,990,"LIBERAL ARTS",3.0423,"G"
730,610,1340,"LIBERAL ARTS",3.784,"G"
640,650,1290,"BUSINESS",3.2321,"G"
630,770,1400,"COMMUNICATIONS",3.3207,"G"
760,700,1460,"LIBERAL ARTS",3.7706,"G"
650,590,1240,"LIBERAL ARTS",2.7029,"G"
640,660,1300,"NATURAL SCIENCE",3.3445,"G"
570,610,1180,"LIBERAL ARTS",3.3311,"G"
560,530,1090,"FINE ARTS",3.2198,"G"
440,380,820,"LIBERAL ARTS",3.042,"G"
600,720,1320,"NATURAL SCIENCE",3.384,"G"
670,680,1350,"ENGINEERING",3.4672,"G"
590,630,1220,"NATURAL SCIENCE",2.4171,"G"
800,690,1490,"ENGINEERING",2.8833,"G"
500,640,1140,"ENGINEERING",3,"G"
710,540,1250,"LIBERAL ARTS",2.5537,"G"
580,590,1170,"LIBERAL ARTS",3.0582,"G"
720,790,1510,"LIBERAL ARTS",3.7916,"G"
590,560,1150,"BUSINESS",3.901,"G"
750,640,1390,"NATURAL SCIENCE",3.2935,"G"
570,490,1060,"COMMUNICATIONS",3.7096,"G"
630,570,1200,"COMMUNICATIONS",3.7333,"G"
530,630,1160,"ENGINEERING",3.2049,"G"
720,620,1340,"NATURAL SCIENCE",3.6851,"G"
550,720,1270,"ENGINEERING",3.61,"G"
570,690,1260,"BUSINESS",3.0219,"G"
600,650,1250,"ARCHITECTURE",3.2483,"G"
570,490,1060,"EDUCATION",3.2673,"G"
550,590,1140,"ENGINEERING",2.8796,"G"
550,660,1210,"NATURAL SCIENCE",3.47,"G"
650,700,1350,"BUSINESS",3.71,"G"
520,450,970,"NATURAL SCIENCE",3.2038,"G"
580,580,1160,"LIBERAL ARTS",3.7936,"G"
570,590,1160,"ENGINEERING",3.4297,"G"
540,530,1070,"NATURAL SCIENCE",2.7187,"G"
690,660,1350,"LIBERAL ARTS",4,"G"
560,620,1180,"BUSINESS",3.0927,"G"
600,670,1270,"ENGINEERING",2.2571,"G"
520,580,1100,"LIBERAL ARTS",2.38,"G"
590,680,1270,"NATURAL SCIENCE",3.6554,"G"
490,520,1010,"NATURAL SCIENCE",2.2142,"G"
710,670,1380,"COMMUNICATIONS",3.7211,"G"
660,660,1320,"NATURAL SCIENCE",3.8173,"G"
560,700,1260,"LIBERAL ARTS",3.4596,"G"
510,610,1120,"BUSINESS",3,"G"
450,580,1030,"ENGINEERING",3.6695,"G"
630,620,1250,"LIBERAL ARTS",3.6792,"G"
360,430,790,"FINE ARTS",2.8173,"G"
690,590,1280,"LIBERAL ARTS",3.4811,"G"
580,560,1140,"LIBERAL ARTS",3.374,"G"
630,530,1160,"EDUCATION",3.06,"G"
480,470,950,"COMMUNICATIONS",2.7735,"G"
710,570,1280,"LIBERAL ARTS",3.7326,"G"
770,650,1420,"BUSINESS",3.9758,"G"
630,760,1390,"LIBERAL ARTS",3.9029,"G"
620,550,1170,"NATURAL SCIENCE",2.2735,"G"
620,710,1330,"NATURAL SCIENCE",3.5,"G"
650,680,1330,"BUSINESS",2.9885,"G"
530,690,1220,"ENGINEERING",2.9285,"G"
700,700,1400,"LIBERAL ARTS",3.9281,"G"
440,520,960,"LIBERAL ARTS",2.9464,"G"
590,650,1240,"LIBERAL ARTS",2.6268,"G"
690,620,1310,"COMMUNICATIONS",3.6071,"G"
720,710,1430,"NATURAL SCIENCE",3.2301,"G"
590,540,1130,"LIBERAL ARTS",3.3039,"G"
590,770,1360,"ENGINEERING",3.5398,"G"
500,580,1080,"NATURAL SCIENCE",3.082,"G"
730,680,1410,"NATURAL SCIENCE",4,"G"
600,620,1220,"EDUCATION",3.3207,"G"
500,590,1090,"BUSINESS",3.2931,"G"
690,630,1320,"COMMUNICATIONS",3.6902,"G"
600,610,1210,"NATURAL SCIENCE",2.9741,"G"
620,600,1220,"NATURAL SCIENCE",3.5268,"G"
500,590,1090,"ENGINEERING",2.9349,"G"
610,530,1140,"LIBERAL ARTS",3.1401,"G"
590,660,1250,"BUSINESS",3.1639,"G"
700,720,1420,"LIBERAL ARTS",2.8349,"G"
610,500,1110,"COMMUNICATIONS",3.5048,"G"
600,560,1160,"LIBERAL ARTS",3.4553,"G"
520,750,1270,"ENGINEERING",3.5238,"G"
590,600,1190,"BUSINESS",2.9652,"G"
560,570,1130,"NATURAL SCIENCE",3.5426,"G"
560,640,1200,"BUSINESS",3.1909,"G"
520,650,1170,"NATURAL SCIENCE",3.2352,"G"
470,370,840,"BUSINESS",2.7904,"G"
690,650,1340,"ENGINEERING",3.3428,"G"
490,640,1130,"BUSINESS",3.1511,"G"
610,580,1190,"FINE ARTS",3.712,"G"
540,560,1100,"LIBERAL ARTS",2.229,"G"
560,580,1140,"FINE ARTS",3.021,"G"
590,630,1220,"LIBERAL ARTS",2.8943,"G"
520,520,1040,"BUSINESS",2.7089,"G"
540,610,1150,"EDUCATION",3.8144,"G"
570,760,1330,"ENGINEERING",2.255,"G"
640,710,1350,"NATURAL SCIENCE",2.8879,"G"
580,630,1210,"COMMUNICATIONS",3.5949,"G"
610,550,1160,"EDUCATION",3.8362,"G"
540,790,1330,"ENGINEERING",3.31,"G"
680,670,1350,"BUSINESS",3.5714,"G"
600,560,1160,"BUSINESS",3.4166,"G"
640,540,1180,"NATURAL SCIENCE",2.79,"G"
700,720,1420,"BUSINESS",3.2372,"G"
520,450,970,"LIBERAL ARTS",3.2924,"G"
610,610,1220,"NATURAL SCIENCE",3.1818,"G"
540,590,1130,"BUSINESS",3.536,"G"
540,590,1130,"BUSINESS",3.2978,"G"
430,500,930,"LIBERAL ARTS",3.6785,"G"
600,660,1260,"NATURAL SCIENCE",2.4187,"G"
530,620,1150,"LIBERAL ARTS",2.4959,"G"
650,690,1340,"BUSINESS",3.3025,"G"
590,660,1250,"BUSINESS",3.4565,"G"
650,650,1300,"BUSINESS",3.7822,"G"
550,530,1080,"NATURAL SCIENCE",2.4468,"G"
720,700,1420,"BUSINESS",3.2672,"G"
560,650,1210,"NATURAL SCIENCE",3.0901,"G"
530,580,1110,"ENGINEERING",2.4718,"G"
460,570,1030,"LIBERAL ARTS",2.7547,"G"
580,570,1150,"LIBERAL ARTS",3.9032,"G"
500,550,1050,"NATURAL SCIENCE",3.1726,"G"
650,620,1270,"LIBERAL ARTS",2.923,"G"
640,700,1340,"BUSINESS",3.8141,"G"
570,490,1060,"LIBERAL ARTS",3.1585,"G"
400,560,960,"BUSINESS",3.0508,"G"
620,610,1230,"BUSINESS",2.3937,"G"
660,720,1380,"NATURAL SCIENCE",3.8055,"G"
470,560,1030,"LIBERAL ARTS",3.6373,"G"
530,580,1110,"ENGINEERING",2.6791,"G"
580,650,1230,"LIBERAL ARTS",3.3586,"G"
580,670,1250,"ENGINEERING",3.5866,"G"
480,510,990,"BUSINESS",2.3823,"G"
760,730,1490,"LIBERAL ARTS",3.9347,"G"
580,590,1170,"NURSING",3.2954,"G"
760,800,1560,"LIBERAL ARTS",3.2921,"G"
480,570,1050,"LIBERAL ARTS",2.7096,"G"
600,720,1320,"ENGINEERING",3.375,"G"
460,600,1060,"ENGINEERING",3.0564,"G"
570,620,1190,"LIBERAL ARTS",2.5454,"G"
610,610,1220,"LIBERAL ARTS",3.67,"G"
670,590,1260,"LIBERAL ARTS",3.5691,"G"
540,610,1150,"LIBERAL ARTS",3.3363,"G"
580,570,1150,"NATURAL SCIENCE",2.7714,"G"
630,720,1350,"BUSINESS",3.7777,"G"
650,560,1210,"LIBERAL ARTS",2.0072,"G"
650,590,1240,"LIBERAL ARTS",3.349,"G"
710,600,1310,"LIBERAL ARTS",3.1946,"G"
520,600,1120,"LIBERAL ARTS",2.343,"G"
580,590,1170,"NATURAL SCIENCE",2.244,"G"
630,560,1190,"FINE ARTS",3.1847,"G"
540,710,1250,"NATURAL SCIENCE",3.5692,"G"
520,580,1100,"EDUCATION",3.8543,"G"
640,730,1370,"NATURAL SCIENCE",3.75,"G"
570,540,1110,"BUSINESS",3.38,"G"
540,490,1030,"FINE ARTS",2.7412,"G"
550,720,1270,"NATURAL SCIENCE",3.252,"G"
660,740,1400,"FINE ARTS",3.3388,"G"
510,660,1170,"LIBERAL ARTS",2.375,"G"
650,610,1260,"LIBERAL ARTS",3.525,"G"
530,620,1150,"LIBERAL ARTS",2.875,"G"
530,680,1210,"BUSINESS",2.0659,"G"
640,550,1190,"LIBERAL ARTS",2.4521,"G"
440,490,930,"BUSINESS",2.407,"G"
610,550,1160,"BUSINESS",3.4174,"G"
630,720,1350,"ENGINEERING",3.0194,"G"
510,630,1140,"NATURAL SCIENCE",3.8256,"G"
570,690,1260,"LIBERAL ARTS",2.8267,"G"
660,720,1380,"ENGINEERING",3.921,"G"
610,790,1400,"ENGINEERING",3.8356,"G"
590,610,1200,"BUSINESS",3.0073,"G"
580,630,1210,"COMMUNICATIONS",3.0526,"G"
630,640,1270,"FINE ARTS",2.9854,"G"
450,430,880,"LIBERAL ARTS",2.344,"G"
630,550,1180,"BUSINESS",3.5428,"G"
550,610,1160,"LIBERAL ARTS",2.6525,"G"
630,670,1300,"NATURAL SCIENCE",3.6129,"G"
500,560,1060,"EDUCATION",2.6612,"G"
570,560,1130,"NATURAL SCIENCE",3.5631,"G"
470,570,1040,"LIBERAL ARTS",2.4507,"G"
680,610,1290,"NATURAL SCIENCE",3.7196,"G"
690,750,1440,"ENGINEERING",3.7522,"G"
690,720,1410,"BUSINESS",3.6597,"G"
640,710,1350,"ARCHITECTURE",3.8434,"G"
580,580,1160,"ENGINEERING",2.9032,"G"
650,620,1270,"NATURAL SCIENCE",3.2824,"G"
710,790,1500,"NATURAL SCIENCE",3.0827,"G"
540,730,1270,"ENGINEERING",2.4666,"G"
480,570,1050,"ENGINEERING",3.6488,"G"
550,570,1120,"LIBERAL ARTS",3.2232,"G"
550,450,1000,"LIBERAL ARTS",3.61,"G"
580,720,1300,"ENGINEERING",3.2086,"G"
500,590,1090,"ENGINEERING",2.5942,"G"
620,590,1210,"FINE ARTS",3.6,"G"
650,660,1310,"LIBERAL ARTS",3.6339,"G"
570,530,1100,"COMMUNICATIONS",3.3185,"G"
590,530,1120,"NATURAL SCIENCE",3.5564,"G"
640,530,1170,"NATURAL SCIENCE",2.687,"G"
530,610,1140,"LIBERAL ARTS",2.5491,"G"
550,580,1130,"ENGINEERING",2.6923,"G"
580,740,1320,"BUSINESS",3.0573,"G"
610,720,1330,"NATURAL SCIENCE",2.9519,"G"
550,650,1200,"LIBERAL ARTS",3.1444,"G"
450,510,960,"FINE ARTS",2.9647,"G"
540,690,1230,"ENGINEERING",3.5,"G"
570,570,1140,"NATURAL SCIENCE",2.7345,"G"
660,550,1210,"FINE ARTS",3.5,"G"
750,680,1430,"LIBERAL ARTS",3.7966,"G"
630,630,1260,"BUSINESS",2.9019,"G"
600,590,1190,"LIBERAL ARTS",3.5968,"G"
600,620,1220,"LIBERAL ARTS",2.6571,"G"
480,460,940,"EDUCATION",3.4893,"G"
630,740,1370,"ENGINEERING",3.4726,"G"
650,550,1200,"LIBERAL ARTS",2.9512,"G"
540,510,1050,"NATURAL SCIENCE",3.202,"G"
480,530,1010,"BUSINESS",2.68,"G"
640,500,1140,"LIBERAL ARTS",2.9932,"G"
590,590,1180,"LIBERAL ARTS",3.2127,"G"
610,610,1220,"NATURAL SCIENCE",3.6739,"G"
580,660,1240,"FINE ARTS",3.9583,"G"
630,540,1170,"LIBERAL ARTS",2.6385,"G"
570,630,1200,"BUSINESS",3.5428,"G"
520,540,1060,"LIBERAL ARTS",2.4833,"G"
580,440,1020,"LIBERAL ARTS",3.3984,"G"
660,590,1250,"COMMUNICATIONS",4,"G"
540,600,1140,"LIBERAL ARTS",2.433,"G"
680,660,1340,"ENGINEERING",3.5846,"G"
620,710,1330,"BUSINESS",3.0336,"G"
620,690,1310,"NATURAL SCIENCE",3.6858,"G"
580,550,1130,"LIBERAL ARTS",2.7355,"G"
690,560,1250,"LIBERAL ARTS",3.0344,"G"
600,670,1270,"NATURAL SCIENCE",3.4357,"G"
390,470,860,"LIBERAL ARTS",2.8705,"G"
460,390,850,"LIBERAL ARTS",2.3802,"G"
450,510,960,"EDUCATION",3.054,"G"
770,620,1390,"LIBERAL ARTS",3.116,"G"
650,610,1260,"NATURAL SCIENCE",2.6854,"G"
670,650,1320,"ENGINEERING",4,"G"
480,550,1030,"BUSINESS",3.4065,"G"
710,690,1400,"ENGINEERING",3.4769,"G"
630,610,1240,"NATURAL SCIENCE",3.3962,"G"
600,620,1220,"ENGINEERING",2.5038,"G"
610,610,1220,"NATURAL SCIENCE",3.1792,"G"
650,680,1330,"BUSINESS",3.9285,"G"
640,690,1330,"LIBERAL ARTS",3.3571,"G"
720,670,1390,"COMMUNICATIONS",3.7589,"G"
570,610,1180,"BUSINESS",3.5816,"G"
670,670,1340,"LIBERAL ARTS",3.5826,"G"
650,660,1310,"BUSINESS",3.644,"G"
620,790,1410,"ENGINEERING",4,"G"
530,660,1190,"NATURAL SCIENCE",2.9827,"G"
670,770,1440,"NATURAL SCIENCE",3.031,"G"
680,600,1280,"COMMUNICATIONS",3.584,"G"
510,590,1100,"LIBERAL ARTS",2.1273,"G"
640,560,1200,"NATURAL SCIENCE",2.7777,"G"
500,540,1040,"LIBERAL ARTS",2.8018,"G"
460,540,1000,"COMMUNICATIONS",2.5811,"G"
640,650,1290,"NATURAL SCIENCE",3.8783,"G"
580,590,1170,"NATURAL SCIENCE",2.7572,"G"
800,700,1500,"ENGINEERING",3.3178,"G"
610,690,1300,"ENGINEERING",2.9639,"G"
530,640,1170,"NATURAL SCIENCE",2.5602,"G"
490,490,980,"BUSINESS",2.7363,"G"
700,740,1440,"LIBERAL ARTS",3.2207,"G"
470,510,980,"LIBERAL ARTS",3.0097,"G"
640,610,1250,"ENGINEERING",2.9915,"G"
590,670,1260,"ENGINEERING",3.2905,"G"
590,690,1280,"BUSINESS",3.1318,"G"
570,490,1060,"LIBERAL ARTS",2.7419,"G"
440,490,930,"BUSINESS",3.6814,"G"
640,590,1230,"LIBERAL ARTS",3.1467,"G"
590,560,1150,"COMMUNICATIONS",2.6134,"G"
710,640,1350,"COMMUNICATIONS",3.88,"G"
740,740,1480,"LIBERAL ARTS",3.9734,"G"
720,660,1380,"BUSINESS",3.7461,"G"
530,530,1060,"NATURAL SCIENCE",2.4384,"G"
500,670,1170,"BUSINESS",3.8166,"G"
630,680,1310,"ARCHITECTURE",3.245,"G"
620,580,1200,"FINE ARTS",2.8974,"G"
690,650,1340,"LIBERAL ARTS",3.3464,"G"
600,620,1220,"LIBERAL ARTS",2.1344,"G"
650,640,1290,"LIBERAL ARTS",3,"G"
760,710,1470,"NATURAL SCIENCE",2.8421,"G"
480,590,1070,"LIBERAL ARTS",2.5757,"G"
540,650,1190,"LIBERAL ARTS",2.9879,"G"
560,590,1150,"LIBERAL ARTS",3.0392,"G"
640,710,1350,"LIBERAL ARTS",3.3714,"G"
490,660,1150,"FINE ARTS",2.9795,"G"
720,710,1430,"BUSINESS",3.8715,"G"
630,660,1290,"BUSINESS",3.9754,"G"
690,670,1360,"LIBERAL ARTS",3.7652,"G"
690,640,1330,"NATURAL SCIENCE",3.0909,"G"
540,660,1200,"ENGINEERING",3.4035,"G"
600,670,1270,"LIBERAL ARTS",2.3272,"G"
660,740,1400,"ENGINEERING",3.9126,"G"
580,650,1230,"NATURAL SCIENCE",3.4054,"G"
500,510,1010,"BUSINESS",3.1909,"G"
510,520,1030,"LIBERAL ARTS",3.2758,"G"
680,700,1380,"NATURAL SCIENCE",3.831,"G"
730,660,1390,"LIBERAL ARTS",3.9268,"G"
680,710,1390,"NATURAL SCIENCE",3.5298,"G"
580,610,1190,"LIBERAL ARTS",3.5948,"G"
690,800,1490,"NATURAL SCIENCE",4,"G"
610,520,1130,"LIBERAL ARTS",3.5548,"G"
790,640,1430,"BUSINESS",3.7652,"G"
660,730,1390,"BUSINESS",3.8205,"G"
450,540,990,"COMMUNICATIONS",2.9636,"G"
610,690,1300,"NATURAL SCIENCE",3.6722,"G"
520,560,1080,"LIBERAL ARTS",2.9428,"G"
470,480,950,"LIBERAL ARTS",3.1355,"G"
600,680,1280,"BUSINESS",3.0891,"G"
660,570,1230,"LIBERAL ARTS",3.4838,"G"
550,540,1090,"LIBERAL ARTS",3.063,"G"
640,720,1360,"NATURAL SCIENCE",3.5339,"G"
630,590,1220,"FINE ARTS",3.7403,"G"
750,710,1460,"LIBERAL ARTS",3.0671,"G"
600,620,1220,"ENGINEERING",2.225,"G"
640,590,1230,"BUSINESS",3.3647,"G"
690,750,1440,"ENGINEERING",2.9594,"G"
620,550,1170,"NATURAL SCIENCE",3.7432,"G"
530,680,1210,"NATURAL SCIENCE",3.4166,"G"
750,690,1440,"NATURAL SCIENCE",3.1718,"G"
560,580,1140,"BUSINESS",3.0561,"G"
640,560,1200,"NATURAL SCIENCE",2.8125,"G"
620,570,1190,"LIBERAL ARTS",3.3969,"G"
590,560,1150,"LIBERAL ARTS",2.6785,"G"
620,680,1300,"ENGINEERING",3.2068,"G"
600,610,1210,"BUSINESS",2.7604,"G"
620,640,1260,"NATURAL SCIENCE",2.2054,"G"
640,580,1220,"NATURAL SCIENCE",2.0569,"G"
650,560,1210,"LIBERAL ARTS",2.4957,"G"
640,650,1290,"ENGINEERING",2.9078,"G"
490,480,970,"LIBERAL ARTS",3.1926,"G"
530,620,1150,"BUSINESS",3.1287,"G"
700,740,1440,"BUSINESS",3.7876,"G"
590,560,1150,"NATURAL SCIENCE",3.5045,"G"
750,750,1500,"BUSINESS",3.7446,"G"
470,540,1010,"FINE ARTS",3.123,"G"
510,590,1100,"NATURAL SCIENCE",3.7786,"G"
630,650,1280,"LIBERAL ARTS",2.4421,"G"
540,620,1160,"LIBERAL ARTS",3.4561,"G"
680,680,1360,"NATURAL SCIENCE",3.2181,"G"
670,540,1210,"LIBERAL ARTS",3.55,"G"
560,520,1080,"FINE ARTS",3.2352,"G"
580,570,1150,"COMMUNICATIONS",3.4725,"G"
500,560,1060,"ENGINEERING",2.5161,"G"
690,520,1210,"EDUCATION",3.2935,"G"
380,380,760,"LIBERAL ARTS",2.879,"G"
620,660,1280,"ENGINEERING",3.7021,"G"
510,680,1190,"LIBERAL ARTS",3.1578,"G"
350,460,810,"LIBERAL ARTS",3.184,"G"
620,650,1270,"BUSINESS",3.112,"G"
580,580,1160,"LIBERAL ARTS",2.7545,"G"
400,460,860,"NURSING",3.4586,"G"
470,650,1120,"LIBERAL ARTS",2.8503,"G"
530,520,1050,"LIBERAL ARTS",3.2912,"G"
610,710,1320,"NATURAL SCIENCE",3.2905,"G"
570,520,1090,"LIBERAL ARTS",2.1376,"G"
770,630,1400,"LIBERAL ARTS",3.2792,"G"
620,670,1290,"ENGINEERING",3.9105,"G"
490,510,1000,"LIBERAL ARTS",2.4444,"G"
530,660,1190,"BUSINESS",3.3636,"G"
640,640,1280,"NATURAL SCIENCE",3.088,"G"
500,690,1190,"BUSINESS",2.9,"G"
640,750,1390,"LIBERAL ARTS",3.6934,"G"
600,640,1240,"ENGINEERING",2.5496,"G"
560,700,1260,"BUSINESS",3.5798,"G"
630,750,1380,"ENGINEERING",3.6031,"G"
510,550,1060,"LIBERAL ARTS",2.5955,"G"
550,620,1170,"FINE ARTS",2.6837,"G"
420,570,990,"BUSINESS",3.3366,"G"
670,540,1210,"LIBERAL ARTS",3.5853,"G"
510,580,1090,"NATURAL SCIENCE",2.6567,"G"
510,520,1030,"LIBERAL ARTS",3.421,"G"
450,410,860,"BUSINESS",2.8446,"G"
460,630,1090,"EDUCATION",2.7,"G"
570,560,1130,"NURSING",3.2568,"G"
480,510,990,"LIBERAL ARTS",3.0857,"G"
530,740,1270,"BUSINESS",3.6597,"G"
680,790,1470,"BUSINESS",3.9152,"G"
550,530,1080,"COMMUNICATIONS",2.7522,"G"
610,610,1220,"LIBERAL ARTS",2.5619,"G"
580,630,1210,"LIBERAL ARTS",2.246,"G"
560,540,1100,"LIBERAL ARTS",3.0175,"G"
560,550,1110,"EDUCATION",2.419,"G"
620,610,1230,"NATURAL SCIENCE",3.2786,"G"
620,660,1280,"LIBERAL ARTS",3.1047,"G"
630,610,1240,"NATURAL SCIENCE",3.4957,"G"
690,720,1410,"BUSINESS",3.8986,"G"
520,550,1070,"COMMUNICATIONS",2.9387,"G"
560,580,1140,"LIBERAL ARTS",2.1196,"G"
580,630,1210,"BUSINESS",3.3069,"G"
630,700,1330,"ENGINEERING",2.9084,"G"
650,640,1290,"BUSINESS",4,"G"
610,550,1160,"LIBERAL ARTS",3.491,"G"
560,590,1150,"LIBERAL ARTS",3.5461,"G"
560,560,1120,"LIBERAL ARTS",3.1111,"G"
520,600,1120,"BUSINESS",3.3271,"G"
660,700,1360,"LIBERAL ARTS",2.6824,"G"
630,650,1280,"BUSINESS",3.4056,"G"
520,600,1120,"NATURAL SCIENCE",2.6404,"G"
560,520,1080,"ENGINEERING",3.4603,"G"
520,450,970,"EDUCATION",3.1783,"G"
630,650,1280,"NATURAL SCIENCE",3.549,"G"
530,630,1160,"ENGINEERING",2.8455,"G"
600,610,1210,"ENGINEERING",2.6339,"G"
540,610,1150,"BUSINESS",3.3258,"G"
480,440,920,"NATURAL SCIENCE",3.1842,"G"
500,510,1010,"LIBERAL ARTS",3.3581,"G"
720,720,1440,"COMMUNICATIONS",3.1176,"G"
410,500,910,"COMMUNICATIONS",2.7941,"G"
540,570,1110,"BUSINESS",3.8,"G"
650,620,1270,"ENGINEERING",2.5,"G"
640,700,1340,"BUSINESS",3.6792,"G"
520,580,1100,"NATURAL SCIENCE",3.3846,"G"
630,610,1240,"NATURAL SCIENCE",2.458,"G"
660,620,1280,"COMMUNICATIONS",3.7272,"G"
640,650,1290,"NATURAL SCIENCE",3.7433,"G"
470,450,920,"FINE ARTS",3.7,"G"
580,570,1150,"LIBERAL ARTS",3.1694,"G"
610,540,1150,"NURSING",3.2293,"G"
650,550,1200,"LIBERAL ARTS",3.7115,"G"
590,580,1170,"LIBERAL ARTS",3.4426,"G"
400,540,940,"LIBERAL ARTS",2.7314,"G"
580,610,1190,"LIBERAL ARTS",2.7815,"G"
710,730,1440,"LIBERAL ARTS",3.9349,"G"
590,660,1250,"NATURAL SCIENCE",2.993,"G"
720,660,1380,"LIBERAL ARTS",3.9846,"G"
650,730,1380,"NATURAL SCIENCE",3.9489,"G"
640,650,1290,"NATURAL SCIENCE",3.6583,"G"
460,460,920,"LIBERAL ARTS",3.15,"G"
450,690,1140,"ENGINEERING",3.2992,"G"
430,450,880,"LIBERAL ARTS",2.292,"G"
660,710,1370,"LIBERAL ARTS",3.3703,"G"
670,720,1390,"BUSINESS",3.4018,"G"
670,530,1200,"LIBERAL ARTS",3.1538,"G"
640,550,1190,"LIBERAL ARTS",2.8086,"G"
450,480,930,"COMMUNICATIONS",2.3636,"G"
760,640,1400,"LIBERAL ARTS",3.8571,"G"
690,690,1380,"BUSINESS",3.8928,"G"
470,580,1050,"LIBERAL ARTS",2.4396,"G"
440,650,1090,"NATURAL SCIENCE",2.6356,"G"
660,620,1280,"LIBERAL ARTS",2.969,"G"
600,570,1170,"COMMUNICATIONS",3.46,"G"
610,700,1310,"ENGINEERING",3.0476,"G"
500,670,1170,"ENGINEERING",3.1729,"G"
460,510,970,"EDUCATION",2.1272,"G"
520,630,1150,"LIBERAL ARTS",2.5405,"G"
600,590,1190,"NATURAL SCIENCE",2.9814,"G"
770,640,1410,"BUSINESS",3.4336,"G"
580,540,1120,"LIBERAL ARTS",2.3402,"G"
520,590,1110,"LIBERAL ARTS",3.2842,"G"
590,800,1390,"ENGINEERING",3.8541,"G"
600,770,1370,"LIBERAL ARTS",3.6322,"G"
690,670,1360,"LIBERAL ARTS",3.5973,"G"
710,600,1310,"LIBERAL ARTS",3.7377,"G"
510,480,990,"EDUCATION",3.1195,"G"
510,620,1130,"COMMUNICATIONS",3.4736,"G"
510,610,1120,"LIBERAL ARTS",3.32,"G"
670,800,1470,"ENGINEERING",3.52,"G"
610,650,1260,"NATURAL SCIENCE",3.5771,"G"
700,670,1370,"LIBERAL ARTS",2.9508,"G"
610,630,1240,"LIBERAL ARTS",2.6068,"G"
530,510,1040,"COMMUNICATIONS",2.609,"G"
550,630,1180,"NATURAL SCIENCE",2.8407,"G"
720,650,1370,"ENGINEERING",3.1166,"G"
680,680,1360,"ENGINEERING",3.9473,"G"
590,590,1180,"BUSINESS",3.8095,"G"
680,610,1290,"COMMUNICATIONS",3.0344,"G"
630,540,1170,"LIBERAL ARTS",2.6015,"G"
580,600,1180,"BUSINESS",3.43,"G"
530,640,1170,"LIBERAL ARTS",3.0769,"G"
720,700,1420,"LIBERAL ARTS",3.891,"G"
540,580,1120,"BUSINESS",3.3773,"G"
580,610,1190,"LIBERAL ARTS",2.8666,"G"
680,660,1340,"NATURAL SCIENCE",3.4523,"G"
